sent,quest,ans
Mary moved to the hallway . Daniel travelled to the office . John went back to the hallway . John moved to the office . Sandra journeyed to the kitchen . Mary moved to the bedroom . John went back to the kitchen . Sandra went to the bedroom .Where is Sandra ?,bedroom,hallway
Mary moved to the hallway . Sandra travelled to the bathroom .Where is Sandra ?,bathroom,hallway
Mary moved to the hallway . Sandra travelled to the bathroom . Mary travelled to the kitchen . Sandra went to the garden .Where is Mary ?,kitchen,hallway
Mary moved to the hallway . Sandra travelled to the bathroom . Mary travelled to the kitchen . Sandra went to the garden . Sandra travelled to the hallway . John went to the hallway . Daniel went to the bathroom . Sandra journeyed to the bedroom .Where is Daniel ?,bathroom,kitchen
Mary moved to the hallway . Sandra travelled to the bathroom . Mary travelled to the kitchen . Sandra went to the garden . Sandra travelled to the hallway . John went to the hallway . Daniel went to the bathroom . Sandra journeyed to the bedroom . Mary moved to the garden . Sandra went to the kitchen .Where is John ?,hallway,kitchen
John moved to the bathroom . Sandra moved to the garden .Where is John ?,bathroom,kitchen
John moved to the bathroom . Sandra moved to the garden . John went back to the office . John travelled to the bedroom .Where is John ?,bedroom,kitchen
John moved to the bathroom . Sandra moved to the garden . John went back to the office . John travelled to the bedroom . Daniel moved to the hallway . Sandra moved to the bathroom .Where is Daniel ?,hallway,kitchen
John moved to the bathroom . Sandra moved to the garden . John went back to the office . John travelled to the bedroom . Daniel moved to the hallway . Sandra moved to the bathroom . Mary went back to the bedroom . Daniel went back to the bathroom .Where is Mary ?,bedroom,hallway
John moved to the bathroom . Sandra moved to the garden . John went back to the office . John travelled to the bedroom . Daniel moved to the hallway . Sandra moved to the bathroom . Mary went back to the bedroom . Daniel went back to the bathroom . Mary went to the kitchen . Mary went to the bedroom .Where is Sandra ?,bathroom,hallway
Mary travelled to the bedroom . John went back to the hallway .Where is Mary ?,bedroom,hallway
Mary travelled to the bedroom . John went back to the hallway . John moved to the bathroom . Sandra journeyed to the garden .Where is John ?,bathroom,kitchen
Mary travelled to the bedroom . John went back to the hallway . John moved to the bathroom . Sandra journeyed to the garden . Daniel moved to the kitchen . John went to the hallway .Where is John ?,hallway,kitchen
Mary travelled to the bedroom . John went back to the hallway . John moved to the bathroom . Sandra journeyed to the garden . Daniel moved to the kitchen . John went to the hallway . Sandra moved to the hallway . John journeyed to the bathroom . Daniel went back to the garden . Mary went to the garden .Where is John ?,bathroom,kitchen
Mary travelled to the bathroom . Daniel went back to the hallway .Where is Mary ?,bathroom,hallway
Mary travelled to the bathroom . Daniel went back to the hallway . Sandra went back to the office . Sandra went back to the hallway .Where is Daniel ?,hallway,kitchen
Mary travelled to the bathroom . Daniel went back to the hallway . Sandra went back to the office . Sandra went back to the hallway . John went back to the bathroom . Daniel went to the kitchen . John moved to the kitchen . Daniel went to the bedroom . Sandra journeyed to the kitchen . John moved to the bedroom .Where is John ?,bedroom,kitchen
Daniel travelled to the hallway . John moved to the office .Where is John ?,office,kitchen
Daniel travelled to the hallway . John moved to the office . John went to the bathroom . John travelled to the office .Where is Daniel ?,hallway,kitchen
Daniel travelled to the hallway . John moved to the office . John went to the bathroom . John travelled to the office . Daniel moved to the bathroom . Sandra moved to the garden .Where is Sandra ?,garden,hallway
Daniel travelled to the hallway . John moved to the office . John went to the bathroom . John travelled to the office . Daniel moved to the bathroom . Sandra moved to the garden . John travelled to the kitchen . John went back to the bathroom .Where is John ?,bathroom,kitchen
Daniel travelled to the hallway . John moved to the office . John went to the bathroom . John travelled to the office . Daniel moved to the bathroom . Sandra moved to the garden . John travelled to the kitchen . John went back to the bathroom . Sandra travelled to the office . Mary travelled to the office .Where is John ?,bathroom,kitchen
Sandra travelled to the bathroom . Daniel went to the office .Where is Daniel ?,office,kitchen
Sandra travelled to the bathroom . Daniel went to the office . Mary went back to the garden . John went back to the kitchen .Where is Mary ?,garden,hallway
Sandra travelled to the bathroom . Daniel went to the office . Mary went back to the garden . John went back to the kitchen . Daniel moved to the hallway . Sandra moved to the garden .Where is Daniel ?,hallway,kitchen
Sandra travelled to the bathroom . Daniel went to the office . Mary went back to the garden . John went back to the kitchen . Daniel moved to the hallway . Sandra moved to the garden . John went back to the hallway . Daniel went back to the office .Where is Daniel ?,office,kitchen
Sandra travelled to the bathroom . Daniel went to the office . Mary went back to the garden . John went back to the kitchen . Daniel moved to the hallway . Sandra moved to the garden . John went back to the hallway . Daniel went back to the office . Mary moved to the hallway . Mary moved to the bathroom .Where is John ?,hallway,kitchen
Daniel went to the garden . Mary moved to the bedroom .Where is Mary ?,bedroom,hallway
Daniel went to the garden . Mary moved to the bedroom . Daniel journeyed to the bathroom . Sandra journeyed to the bathroom .Where is Mary ?,bedroom,hallway
Daniel went to the garden . Mary moved to the bedroom . Daniel journeyed to the bathroom . Sandra journeyed to the bathroom . Daniel moved to the hallway . Sandra journeyed to the kitchen .Where is Mary ?,bedroom,hallway
Daniel went to the garden . Mary moved to the bedroom . Daniel journeyed to the bathroom . Sandra journeyed to the bathroom . Daniel moved to the hallway . Sandra journeyed to the kitchen . Sandra moved to the office . Daniel travelled to the bedroom .Where is Daniel ?,bedroom,kitchen
Daniel went to the garden . Mary moved to the bedroom . Daniel journeyed to the bathroom . Sandra journeyed to the bathroom . Daniel moved to the hallway . Sandra journeyed to the kitchen . Sandra moved to the office . Daniel travelled to the bedroom . Mary went back to the office . Daniel went back to the kitchen .Where is Sandra ?,office,hallway
Mary went back to the hallway . Daniel went to the hallway .Where is Daniel ?,hallway,kitchen
Mary went back to the hallway . Daniel went to the hallway . John travelled to the bathroom . Mary moved to the kitchen .Where is Mary ?,kitchen,hallway
Mary went back to the hallway . Daniel went to the hallway . John travelled to the bathroom . Mary moved to the kitchen . Sandra journeyed to the kitchen . Mary journeyed to the garden .Where is Mary ?,garden,hallway
Mary went back to the hallway . Daniel went to the hallway . John travelled to the bathroom . Mary moved to the kitchen . Sandra journeyed to the kitchen . Mary journeyed to the garden . Daniel went back to the bedroom . John went back to the hallway .Where is Mary ?,garden,hallway
Mary went back to the hallway . Daniel went to the hallway . John travelled to the bathroom . Mary moved to the kitchen . Sandra journeyed to the kitchen . Mary journeyed to the garden . Daniel went back to the bedroom . John went back to the hallway . Mary moved to the office . Mary went back to the kitchen .Where is Mary ?,kitchen,hallway
Daniel travelled to the kitchen . John journeyed to the kitchen . Sandra moved to the kitchen . Sandra went to the garden .Where is Sandra ?,garden,hallway
Daniel travelled to the kitchen . John journeyed to the kitchen . Sandra moved to the kitchen . Sandra went to the garden . John travelled to the office . Daniel went to the bathroom .Where is Sandra ?,garden,hallway
Daniel travelled to the kitchen . John journeyed to the kitchen . Sandra moved to the kitchen . Sandra went to the garden . John travelled to the office . Daniel went to the bathroom . Mary went back to the kitchen . Daniel moved to the kitchen .Where is Sandra ?,garden,hallway
Daniel travelled to the kitchen . John journeyed to the kitchen . Sandra moved to the kitchen . Sandra went to the garden . John travelled to the office . Daniel went to the bathroom . Mary went back to the kitchen . Daniel moved to the kitchen . Mary journeyed to the bathroom . Daniel moved to the garden .Where is Daniel ?,garden,kitchen
Mary went back to the office . Daniel went to the bedroom .Where is Daniel ?,bedroom,kitchen
Mary went back to the office . Daniel went to the bedroom . Sandra moved to the bedroom . Daniel travelled to the kitchen .Where is Mary ?,office,hallway
Mary went back to the office . Daniel went to the bedroom . Sandra moved to the bedroom . Daniel travelled to the kitchen . Daniel travelled to the garden . Daniel moved to the bathroom .Where is Daniel ?,bathroom,kitchen
Mary went back to the office . Daniel went to the bedroom . Sandra moved to the bedroom . Daniel travelled to the kitchen . Daniel travelled to the garden . Daniel moved to the bathroom . Sandra journeyed to the garden . John went to the bedroom .Where is Daniel ?,bathroom,kitchen
